1.0	0.0031499999999999445
0.99	0.006966736698488622
0.98	0.010735378597556121
0.97	0.014456792730489481
0.96	0.01813180510828414
0.95	0.021761200555789353
0.94	0.02534572254007232
0.9299999999999999	0.02888607299054348
0.92	0.032382912110352796
0.91	0.03583685817853669
0.9	0.03924848734235177
0.89	0.04261833339919643
0.88	0.045946887567472776
0.87	0.04923459824569925
0.86	0.05248187075912329
0.85	0.055689067093038745
0.84	0.05885650561193888
0.83	0.06198446076358018
0.8200000000000001	0.06507316276694977
0.81	0.06812279728305551
0.8	0.07113350506736807
0.79	0.0741053816026497
0.78	0.07703847671079946
0.77	0.0799327941422304
0.76	0.08278829114116774
0.75	0.08560487798512197
0.74	0.0883824174966322
0.73	0.09112072452521623
0.72	0.09381956539727021
0.71	0.09647865733146462
0.7	0.09909766781695051
0.69	0.10167621395144533
0.6799999999999999	0.10421386173598725
0.6699999999999999	0.10671012532283954
0.6599999999999999	0.10916446621268475
0.65	0.11157629239686483
0.64	0.11394495744000002
0.63	0.11626975949784016
0.62	0.11854994026467158
0.61	0.12078468384400279
0.6	0.12297311553558353
0.5900000000000001	0.12511430053105063
0.5800000000000001	0.12720724250964915
0.5700000000000001	0.12925088212450508
0.56	0.13124409536884382
0.55	0.13318569181030535
0.54	0.135074412680102
0.53	0.13690892880216338
0.52	0.13868783834557755
0.51	0.14040966438154473
0.5	0.14207285222365118
0.49	0.1436757665275
0.48	0.14521668812254201
0.47	0.14669381054524938
0.45999999999999996	0.14810523623848382
0.44999999999999996	0.14944897237691496
0.43999999999999995	0.150722926272511
0.43000000000000005	0.15192490030728956
0.42000000000000004	0.1530525863324829
0.41000000000000003	0.15410355946379412
0.4	0.15507527119119757
0.39	0.15596156948617265
0.38	0.15675616246222335
0.37	0.15745608101433117
0.36	0.15805819584000003
0.35	0.15855920532784135
0.33999999999999997	0.1589556218769355
0.32999999999999996	0.15924375639107113
0.31999999999999995	0.1594197006411432
0.31000000000000005	0.15947930712613498
0.30000000000000004	0.15941816598492575
0.29000000000000004	0.15923157841323513
0.28	0.15891452591652308
0.27	0.15846163457273987
0.26	0.15786713327785465
0.25	0.1571248046875
0.24	0.15622792722969767
0.22999999999999998	0.15516920611823193
0.21999999999999997	0.15394069070373645
0.20999999999999996	0.1525336747023583
0.19999999999999996	0.15093857475590627
0.18999999999999995	0.14914478127808387
0.18000000000000005	0.14714047344085737
0.17000000000000004	0.14491238716438254
0.16000000000000003	0.14244552063999996
0.15000000000000002	0.1397227555108473
0.14	0.1367243621599775
0.13	0.13342734258028877
0.12	0.1298045404701599
0.10999999999999999	0.12582340906597772
0.09999999999999998	0.12144426059559878
0.08999999999999997	0.11661770292750001
0.07999999999999996	0.11128074824057155
